filename,status,baseline_score,few_shot_examples_score,chain_of_thought_score
Adsorption+of+Neutral+Red+from+aqueous+solution+onto+halloysite+nanotubes_.txt,processed,0.1111111111,0.3,0.2
Enzymatic+membrane+reactors+for+biodegradation+of+recalcitrant+compounds_.txt,processed,0.8888888889,0.8,0.4
Plastic+Resin+Pellets+as+a+Transport+Medium+for+Toxic+Chemicals+in+the+Marine+Environment_.txt,processed,0.1111111111,0.3,0.2
Pathways+of+reductive+degradation+of+crystal+violet+in+wastewater+using+free-strain+Burkholderia+vietnamiensis+C09V_.txt,processed,1,0.9,0.6
Dye+decolorization+by+Kurthia+sp._.txt,processed,0.7777777778,0.8,0.2
Achieving+the+Nitrite+Pathway+Using+Aeration+Phase+Length+Control+and+Step-Feed+in+an+SBR+Removing+Nutrients+From+Abattoir+Wastewater_.txt,processed,0.2222222222,0.2,0.4
Appendix+C%3A+Solubility+Product+Constants+for+Solution+at+or+near+Room+Temperature_.txt,processed,0,0.2,0.1
Refractory+status+epilepticus%3A+response+to+ketamine_.txt,processed,0,0.1,0.1
Electron+microscopy+of+soil+structure+and+soil+components_.txt,processed,0,0.1,0.1
EEG+detection+of+nontonic-clonic+status+epilepticus+in+patients+with+altered+consciousness_.txt,processed,0,0.1,0.1
Dye+removal+from+textile+wastewater+using+orange+peels_.txt,processed,0.1111111111,0.3,0.2
The+Diatoms_.txt,processed,0,0.1,0.1
Induction+of+ligninolytic+enzyme+production+by+Dichomitus+squalens+on+various+types+of+immobilization+support_.txt,processed,1,0.9,1
Adverse+effects+associated+with+physical+restraint_.txt,processed,0,0.1,0.1
Expression+site+attenuation+mechanistically+links+antigenic+variation+and+development+in+Trypanosoma+brucei_.txt,processed,0,0.2,0.1
Synthetic+Dyes+and+their+Environmental+Impact_.txt,processed,0.8888888889,0.8,1
Reduction+of+azo+dyes+by+zero-valent+iron+metal_.txt,processed,1,0.8,0.9
Cloning%2C+sequencing%2C+and+growth+phase-dependent+transcription+of+the+coenzyme+F420-dependent+N5%2CN10-methylenetetrahydromethanopterin+reductase-encoding+genes+from+Methanobacterium+thermoautotrophicum+%CE%94H+and+Methanopyrus+kandleri_.txt,processed,0,0.1,0.2
Competition+strategies+for+the+decolourization+of+a+textile-reactive+dye+with+the+white-rot+fungi+Trametes+versicolor+under+non-sterile+conditions_.txt,processed,1,1,0.9
Induction+of+Laccase+Production+by+T.+pubescens+with+Phenolic+Effluent_.txt,processed,0.8888888889,0.9,0.9
Development+of+a+classification+scheme+using+a+secondary+and+tertiary..._.txt,processed,0.7777777778,0.8,0.1
Removal+of+dyes+from+a+synthetic+textile+dye+effluent+by+biosorption+on+apple+pomace+and+wheat+straw_.txt,processed,0,0.2,0.1
Using+resin+supported+nano+zero-valent+iron+particles+for+decoloration+of+Acid+Blue+113+azo+dye+solution_.txt,processed,0,0.3,0.3
TrypanoCyc%3A+a+community-led+biochemical+pathways+database+for+Trypanosoma+brucei_.txt,processed,0,0.2,0.1
Physical+and+chemical+regeneration+of+zeolitic+adsorbents+for+dye+removal+in+wastewater+treatment_.txt,processed,0,0.5,0.1
Mutagenic+Activity+of+Some+Textile+Dyes+in+Different+Test+Systems_.txt,processed,0.1111111111,0.2,0.2
The+removal+of+color+from+textile+wastewater+using+whole+bacterial+cells%3A+A+review_.txt,processed,0.8888888889,0.3,0.4
Mutagenicity+of+benzidine+and+benzidine+congener+dyes+and+selected+monoazo+dyes+in+a+modified+Salmonella+assay_.txt,processed,0,0.1,0.1
Evaluating+the+impacts+of+marine+debris+on+cetaceans_.txt,processed,0,0.2,0.1
Mutagenicity+testing+of+textile+%28azo%29+dyes+with+Salmonella+%2Fmicrosome+assay_.txt,processed,0.2222222222,0.3,0.3
Hydrodynamic+Characteristics+of+Airlift+Bioreactors_.txt,processed,0,0.3,0.2
Effect+of+Calcination+Conditions+on+the+Solar+Photocatalytic+Efficacy+of+Ag%40TiO2+for+the+degradation+of+an+Azo+Dye_.txt,processed,0,0.2,0.1
The+biomass+and+total+lipid+content+and+composition+of+twelve+species_.txt,processed,0.2222222222,0.3,0.1
Complete+biodegradation+of+the+azo+dye+azodisalicylate+under+anaerobic+conditions_.txt,processed,1,0.9,1
Ensembl+2005_.txt,processed,0,0.1,0.1
Design%2C+synthesis+and+biological+evaluation+of+6-aminopurine+analogues+as+potential+xanthine+oxidase+inhibitors_.txt,processed,0.5555555556,0.3,0.7
Removal+of+Zn2%2B+and+Cu2%2B+by+a+Sequencing+Batch+Reactor+%28SBR%29+System_.txt,processed,0,0.2,0.2
Pyrocatechol+removal+from+aqueous+solutions+by+using+azolla+filiculoides_.txt,processed,0,0.6,0.2
The+problem+of+colour%3A+the+dye+maker%27s+view_.txt,processed,1,0.9,1
Evaluating+the+efficacy+of+alumina%2Fcarbon+nanotube+hybrid+adsorbents+in+removing+azo+Reactive+Red+198+and+Blue+19+dyes+from+aqueous+solutions_.txt,processed,0,0.3,0.1
Terraces+on+banded+spherulites+of+polyhydroxyalkanoates_.txt,processed,0,0.2,0.1
A+putative+azoreductase+gene+involved+in+heavy+metal+resistance+in+Shewanella+species_.txt,processed,0.3333333333,0.9,0.8
Novel+bioreductive+anticancer+agents+based+on+indolequinones_.txt,processed,0,0.3,0.1
Enhancement+of+KLa+in+Bubble+Columns+and+ALRs_.txt,processed,0,0.3,0.2
Dietary+value+of+benthic+diatoms+for+growth+of+post-larval+abalone_.txt,processed,0,0.2,0.2
Tensor+Rank-One+Discriminant+Analysis%E2%80%94A+convergent+method+for+discriminative+multilinear+subspace+selection_.txt,processed,0,0.1,0.1
Bioaugmentation+of+the+decolorization+rate+of+acid+red+GR+by+genetically+engineered+microorganism+Escherichia+coli+JM109+%28pGEX-AZR%29_.txt,processed,0.2222222222,0.3,0.2
Early+use+of+PbS+nanotechnology+for+an+ancient+hair+dyeing+formula_.txt,processed,0,0.2,0
Modulation+of+mitochondrial+membrane+permeability+transition+in+selected+organs+of+type+2+diabetic+rats+by+the+leaf+extract+of+manihot+esculenta+%28crantz%29_.txt,processed,0.4444444444,0.2,0.8
Degradation+and+mineralization+of+Direct+Blue+71+in+a+circulating+upflow+reactor+by+UV%2FTiO2+process+and+employing+a+new+method+in+kinetic+study_.txt,processed,0,0.1,0.2
Reduction+of+Nitro+Aromatic+Compounds+by+Zero-Valent+Iron+Metal_.txt,processed,0.7777777778,0.8,0.1
Approaches+for+the+generation+and+stabilization+of+recombinant+4-IFN%CE%B2+from+E.+coli_.txt,processed,0.4444444444,0.2,0.7
Effect+of+a+non-ionic+surfactant%2C+Merpol%2C+on+dye+decolorization+of+Reactive+blue+19+by+laccase_.txt,processed,0.8888888889,0.9,1
Malachite+green+and+crystal+violet+decolorization+by+Ganoderma+lucidum+and+Pleurotus+ostreatus_.txt,processed,1,0.9,1
Effect+of+Aeration+Rate+on+Oxygen+Transfer+in+Fungal+Cultures_.txt,processed,0.7777777778,0.9,0.9
Decolorization+of+crystal+violet+by+mono+and+mixed+bacterial+culture+techniques+using+optimized+culture+conditions_.txt,processed,0.1111111111,0.3,0.1
The+environment%3A+issues+and+choices+for+society%2C+3rd+edn_.txt,processed,0,0.1,0.1
Optimizations+on+supply+and+distribution+of+dissolved+oxygen+in+constructed+wetlands%3A+A+review_.txt,processed,0.2222222222,0.3,0.2
Decolorization+of+Simulated+Textile+Wastewater+in+an+Anaerobic-aerobic+Sequential+Treatment+System_.txt,processed,0.7777777778,0.8,0.9
Potential+use+of+oxidative+enzymes+for+the+detoxification+of+an+organic+pollutant_.txt,processed,0.6666666667,0.3,0.3
Bacterial+decolorization+of+textile+azo+dye+acid+orange+by+Staphylococcus+hominis+RMLRT0_.txt,processed,0.6666666667,0.3,0.2
Reduction+of+azo+food+dyes+in+cultures+of+Proteus+vulgaris_.txt,processed,0.8888888889,0.9,0.3
Multi-Model+Statistical+Process+Monitoring+and+Diagnosis+of+a+Sequencing+Batch+Reactor_.txt,processed,0,0.3,0.3
Investigation+on+the+pyrolysis+of+cow+bone+as+a+catalyst+for+ozone+aqueous+decomposition%3A+Kinetic+approach_.txt,processed,0,0.2,0.1
Theory+and+Practice+of+Oxygen+Mass+Transfer+and+Enhancement_.txt,processed,0.2222222222,0.4,0.1
A+carcinogenic+potency+database+of+the+standardized+results+of+animal+bioassays_.txt,processed,0,0.2,0.1
Feasibility+Study+of+Fenton+Method+for+the+Treatment+of+Dyeing+and+Printing+Mill+Wastewater_.txt,processed,0,0.2,0.2
Surface-associated+flagellum+formation+and+swarming+differentiation+in+Bacillus+subtilis+are+controlled+by+the+ifm+locus_.txt,processed,0,0.2,0.1
Distribution+of+royal-red+shrimp+on+three+potential+commercial+grounds+off+southeastern+US_.txt,processed,0,0.1,0.1
Biodegradation+of+triphenylmethane+dyes+by+fungi_.txt,processed,0,0.1,0.1
Application+of+Moringa+peregrina+seed+extract+as+a+natural+coagulant+for+phenol+removal+from+aqueous+solutions_.txt,processed,0.3333333333,0.4,0.6
A+case-control+study+of+hair-dye+use+and+cancers+of+various+sites_.txt,processed,0,0.1,0.1
Quantitative+fluorescence+microscopy+and+image+deconvolution_.txt,processed,0,0.2,0.1
Decolorization+and+azo+dye+degradation+by+anaerobic%2Faerobic+sequential+process_.txt,processed,0.7777777778,0.5,0.3
Structure-activity+relationships+for+DT-diaphorase+reduction+of+hypoxic+cell+directed+agents%3A+indoloquinones+and+diaziridinylbenzoquinones_.txt,processed,0,0.2,0.5
Adsorption+of+acid+dyes+from+aqueous+solutions+by+calcined+alunite+and+granular+activated+carbon_.txt,processed,0,0.1,0.1
Kinetics+of+bacterial+decolorization+of+azo+dye+with+Escherichia+coli+NO+3_.txt,processed,0.1111111111,0.4,0.2
Microplastics+in+the+marine+environment%3A+Sources%2C+consequences+and+solutions_.txt,processed,0,0.2,0.1
Bio-electrochemical+removal+of+nitrate+from+water+and+wastewater%E2%80%94a+review_.txt,processed,0,0.2,0.1
A+review+of+perineal+talc+exposure+and+risk+of+ovarian+cancer_.txt,processed,0,0.2,0.1
Metabolites+from+the+biodegradation+of+triphenylmethane+dyes+by+Trametes+versicolor+or+laccase_.txt,processed,1,0.9,1
Fluorescence+excitation-emission+matrix+regional+integration+to+quantify+spectra+for+dissolved+organic+matter_.txt,processed,0.1111111111,0.3,0.1
Nitrate+Toxicity+to+Five+Species+of+Marine+Fish_.txt,processed,0,0.2,0.2
Anaerobic+treatment+of+azo+dye+Acid+Orange+7+under+batch+conditions_.txt,processed,0.2222222222,0.5,0.3
Removal+of+Dyes+from+the+Effluent+of+Textile+and+Dyestuff+Manufacturing+Industry%3A+A+Review+of+Emerging+Techniques+with+Reference+to+Biological+Treatment_.txt,processed,0.8888888889,0.9,0.9
The+adsorption+of+basic+dyes+from+aqueous+solution+on+modified+peat%E2%80%93resin+particle_.txt,processed,0.2222222222,0.3,0.2
Azo+dye+decolorization+by+whole+bacterial+cells+under+anaerobic+conditions_.txt,processed,0.7777777778,0.8,0.1
Removal+of+color+from+dyehouse+wastewaters+%E2%80%93+a+critical+review+of+technology+available_.txt,processed,0.4444444444,0.5,0.7
Anaerobic+treatment+of+real+textile+wastewater+with+a+fluidized+bed+reactor_.txt,processed,0,0.3,0.2
Biodecolourisation+of+textile+dyes+by+local+microbial+consortia+isolated+from+dye+polluted+soils+in+Ngaoundere+%28Cameroon%29_.txt,processed,0.1111111111,0.3,0.1
Evolutionary+domain+fusion+expanded+the+substrate+specificity+of+the+transmembrane++electron+transporter+DsbD_.txt,processed,0,0.1,0.1
Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta_.txt,processed,0.8888888889,0.8,0.9
Decoloration+of+a+carpet+dye+effluent+using+Trametes+versicolor_.txt,processed,0.8888888889,0.9,0.9
Appendix+1%3A+Activity+profiles+for+genetic+and+related+tests_.txt,processed,0,0.2,0.1
Removal+of+Pb2%2B+and+Ni2%2B+by+bio-sludge+in+sequencing+batch+reactor+%28SBR%29+and+granular+activated+carbon-SBR+%28GAC-SBR%29+systems_.txt,processed,0,0.2,0.1
Mutagenicity+of+textile+dye+products_.txt,processed,0.1111111111,0.3,0.1
Bacteria+implicated+in+triphenylmethane+dye+decolorization_.txt,processed,0.8888888889,1,0.2
Phenolic+Effluent+Bioremediation+in+ALRs_.txt,processed,1,1,1
Protein+engineering+studies+on+Pseudomonas+putida+nitrilase+to+gain+an+insight+into+sequence-function+relationship_.txt,processed,0.3333333333,0.3,0.3
Biodegradation+of+triphenylmethane+dyes+by+bacterial+strains_.txt,processed,0.4444444444,0.6,0.2
Feasibility+of+using+plastic+wastes+as+constructed+wetland+substrates+and+potential+for+pharmaceuticals+and+personal+care+products+removal_.txt,processed,0.1111111111,0.2,0.5
Purification+and+characterization+of+an+oxygen+insensitive+azoreductase+from..._.txt,processed,0.5555555556,0.8,0.2
Fungal+declourization+of+dye+wastewater%3A+a+review_.txt,processed,1,0.9,0.9
Decolourisation+of+an+azo+dye+reactive+black+5+and+MnP+production+by+yeast+isolate+%3A+Debaryomyces+polymorphus_.txt,processed,0,0.2,0.1
Fenton-like+oxidation+of+azo+dye+in+aqueous+solution+using+magnetic+Fe3O4-MnO2+nanocomposites+as+catalysts_.txt,processed,0.1111111111,0.3,0.8
Decolorization+and+Biodegradation+of+crystal+Violet+and+Malachite+Green+by+Fusarium+solani+Martius+Saccardo_.txt,processed,0.7777777778,0.8,0.8
Methylene+blue+%28cationic+dye%29+adsorption+into+Salvadora+persica+stems+ash_.txt,processed,0.2222222222,0.3,0.2
Decolorization+of+Acid+Orange+7+by+Shewanella+strain+J18+143_.txt,processed,0,0.8,0.2
Activated+sludge+model+no.+2d_.txt,processed,0,0.3,0.2
Decolorization+of+various+azo+dyes+by+bacterial+consortium_.txt,processed,0.4444444444,0.8,0.3
Nitrate+and+ammonium+uptake+by+Chlorella+zofingiensis+under+non-limiting+nutrient+and+carbon+dioxide+conditions_.txt,processed,0.1111111111,0.3,0.3
Electron+microscopy+in+parasitology_.txt,processed,0,0.1,0.1
2002+Annual+report+of+the+American+Association+of+Poison+Control+Centers+Toxic+Exposure+Surveillance+System_.txt,processed,0,0.3,0.1
A+continuous+spectrophotometric+determination+of+hepatic+microsomal+azo+reductase+activity+and+its+dependence+on+cytochrome+P-450_.txt,processed,1,0.8,0.9
Decolorization+and+detoxification+of+textile+dyes+using+a+versatile+Streptomyces+laccase-natural+mediator+system_.txt,processed,0.4444444444,0.8,0.9
Characterization+of+an+extracellular+azo+dye-oxidizing+peroxidase+from+Flavobacterium+sp.+ATCC+39723_.txt,processed,0,0.2,0.2
Investigations+into+the+azo+reducing+activity+of+a+common+colonic+microorganism_.txt,processed,0.8888888889,0.7,0.2
Metabolic+engineering+approaches+for+the+production+of+shikimic+acid+by+Bacillus+megaterium_.txt,processed,0.4444444444,0.2,0.3
Citric+acid+production+by+a+novel+Aspergillus+niger+isolate%3A+I.+Mutagenesis+and+cost+reduction+studies_.txt,processed,0,0.2,0.2
Evaluation+of+mucus%2C+Navicula%2C+and+mixed+diatoms+as+larval+settlement+inducers+for+the+tropical+abalone+Haliotis+asinina_.txt,processed,0,0.2,0.2
Degradation+of+malachite+green+by+Enterobacter+asburiae+strain+XJUHX-4TM_.txt,processed,0.2222222222,0.3,0.2
DsbD%27s+role+in+electron+transfer+and+protein+folding_.txt,processed,0,0.2,0.1
Isolation%2C+characterization+and+decolorization+of+textile+dyes+by+a+mixed+bacterial+consortium+JW-2_.txt,processed,0.2222222222,0.8,0.2
Mercury+reduction+by+vivianite_.txt,processed,0.2222222222,0.3,0.3
Cerebyx%3A+ready+reference+guide+to+the+prescribing+information_.txt,processed,0,0.2,0.1
Degradation+of+dyes+from+aqueous+solution+by+Fenton+processes%3A+a+review_.txt,processed,0,0.1,0.2
Biological+nitrate+removal+from+water+and+wastewater+by+solid-phase+denitrification+process_.txt,processed,0,0.3,0.3
Oxygen+Transfer+and+Bubble+Size+in+ALRs_.txt,processed,0,0.2,0.1
Properties+of+purified+orange+II+azoreductase%2C+the+enzyme+initiating+azo+dye+degradation+b.._.txt,processed,0.8888888889,0.8,0.1
Ligninase+catalyzed+decolourization+of+synthetic+dyes_.txt,processed,0.8888888889,0.8,0.9
Studies+on+hydrodynamics+of+turbulent+slurry+bubble+column+%28%E2%85%A2%29+Effect+of+vertical+pipe+bundles_.txt,processed,0.4444444444,0.2,0.1
Exploration+for+calico+scallop%2C+Pecten+gibbus%2C+in+the+area+off+Cape+Kennedy%2C+1960-66_.txt,processed,0,0.1,0.1
Composition+and+function+of+the+human-associated+microbiota_.txt,processed,0,0.2,0.1
Biodegradation+pathway+of+crystal+violet_.txt,processed,0.7777777778,0.8,0.6
Characteristics+and+purification+of+an+oxygen+insensitive+azoreductase+from+Caulobacter+subvibrioides+strain+C7-D_.txt,processed,0.8888888889,0.8,0.3
Use+of+biopolymers+as+solid+substrates+for+denitrification_.txt,processed,0.4444444444,0.3,0.8
Decolorization+of+textile+dyes+by+whole+cultures+of+Ischnoderma+resinosum+and+by+purified+laccase+and+Mn-peroxidase_.txt,processed,0,0,0.1
Properties+of+purified+orange+II+azoreductase%2C+the+enzyme+initiating+azo+dye+degradation..._.txt,processed,0.3333333333,0.8,0.2
CFR+Title+21+Part+70%3A+Color+Additive+Regulations_.txt,processed,0,0.1,0.1
Effect+of+pH+and+nutrient+starvation+on+biodegradation+of+azo+dyes+by+Pseudomonas+sp._.txt,processed,0.1111111111,0.4,0.2
Development+of+biological+treatment+system+for+reduction+of+COD+from+textile+wastewater_.txt,processed,0.5555555556,0.8,0.8
Development+of+a+classification+scheme+using+amino+acid+analysis+of+azoreductase+gene_.txt,processed,0.3333333333,0.8,0.2
Activated+carbons+for+the+removal+of+heavy+metal+ions%3A+a+systematic+review+of+recent+literature+focused+on+lead+and+arsenic+ions_.txt,processed,0.2222222222,0.2,0.2
Bubble+velocity%2C+size%2C+and+interfacial+area+measurements+in+a+bubble+column+by+four-point+optical+probe_.txt,processed,0,0.2,0.1
Effects+of+3%2C4-methylenedioxymethamphetamine+%28MDMA%2C+%E2%80%98Ecstasy%E2%80%99%29+and+para-methoxyamphetamine+on+striatal+5-HT+when+co-administered+with+moclobemide_.txt,processed,0,0.1,0.1
Adsorption+of+ciprofloxacin+from+aqueous+solution+onto+synthesized+NiO%3A+isotherm%2C+kinetic+and+thermodynamic+studies_.txt,processed,0,0.3,0.1
Synthesis+of+mesoporous+TiO2%2FBMMs+via+hydrothermal+method+and+its+potential+application+toward+adsorption+and+photocatalytic+degradation+of+crystal+violet+from+aqueous+solution_.txt,processed,0.1111111111,0.2,0.4
Physiological+Characterization+of+Azo+Dye+Reduction_.txt,processed,1,0.8,0.5
Harnessing+the+potentials+of+biocatalysis+for+the+synthesis+of+enantiopure+drugs+and+drug+intermediates_.txt,processed,0.2222222222,0.3,0.9
Oxidative+Coloring_.txt,processed,0,0.2,0.1
Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta+and+Pleurotus+eryngii+in+a+manganese-independent+reaction_.txt,processed,0.8888888889,1,1
Monitoring+and+modelling+of+exposure+to+ethanol+in+hairdressing+salons_.txt,processed,0,0.1,0.1
Decolorization+and+biodegradation+of+methyl+red+by+Acetobacter+liquefaciens_.txt,processed,0.2222222222,0.9,0.2
Diatom+vegetation+of+paddy+fields+in+Japan.+Report+I.+diatom+vegetation+of+paddy+fields+in+the+vicinity+of+Sakurai+City%2C+Nara+Prefecture_.txt,processed,0.3333333333,0.4,0.2
The+accurate+use+of+impedance+analysis+for+the+study+of+microbial+electrochemical+systems_.txt,processed,0,0.4,0.1
Purification+and+identification+of+an+FMN-dependent+NAD%28P%29H+azoreductase+from+Enterococcus+faecalis_.txt,processed,0.7777777778,0.8,0.3
Bacterial+degradation+of+dichloromethane_.txt,processed,0.8888888889,0.8,0.3
An+introduction+to+computing+with+neural+nets_.txt,processed,0,0.2,0.1
Nitrite+Accumulation+during+the+Denitrification+Process+in+SBR+for+the+Treatment+of+Pre-treated+Landfill+Leachate_.txt,processed,0.1111111111,0.3,0.1
Extracellular+serotonin%2C+dopamine+and+glutamate+levels+are+elevated+in+the+hypothalamus+in+a+serotonin+syndrome+animal+model+induced+by+tranylcypromine+and+fluoxetine_.txt,processed,0,0.2,0.1
Development+of+nanoparticle+based+fluorescent+probes+for+various+biomedical+applications_.txt,processed,0.4444444444,0.2,0.1
Cloning+and+characterization+of+the+gene+coding+for+the+aerobic+azoreductase+from+Pigmentiphaga+kullae+K24_.txt,processed,0.4444444444,0.8,0.3
Pre-Oxidation+of+an+extremely+polluted+industrial+wastewater+by+the+Fenton%E2%80%99s+reagent_.txt,processed,0,0.4,0.2
Analysis+of+individual+differences+in+multidimensional+scaling+via+an+n-way+generalization+of+%E2%80%9CEckart-Young%E2%80%9D+decomposition_.txt,processed,0,0.1,0.1
Optimization+of+environmental+parameters+on+microbial+degradation+of+Reactive+Black+dye_.txt,processed,0.8888888889,0.8,0.5
Enzymatic+Decolorization+of+Anthraquinone+and+Diazo+Dyes+Using+Horseradish+Peroxidase+Enzyme+Immobilized+onto+Various+Polysulfone+Supports_.txt,processed,1,0.9,0.9
Trans.+Faraday+Soc._.txt,processed,0,0.3,0.2
Degradation+of+phenol+in+photo-Fenton+process+by+phosphoric+acid+modified+kaolin+supported+ferric-oxalate+catalyst%3A+Optimization+and+kinetic+modeling_.txt,processed,0,0.3,0.5
Application+of+PHAs+in+medicine+and+pharmacy_.txt,processed,0,0.3,0.4
Ingested+Microscopic+Plastic+Translocates+to+the+Circulatory+System+of+the+Mussel%2C+Mytilus+edulis+%28L.%29+after+an+Experimental+Exposure_.txt,processed,0.1111111111,0.2,0.2
Sulbactam-cefoperazone+polyhydroxybutyrate-cohydroxyvalerate+%28PHBV%29+local+antibiotic+delivery+system%3A+in+vivo+effectiveness+and+biocompatibility+in+the+treatment+of+implant-related+experimental+osteom_.txt,processed,0,0.1,0.1
Extensive+neurite+outgrowth+and+active+synapse+formation+on+self-assembling+peptide+scaffolds_.txt,processed,0,0.3,0.1
Prolonged+sedation+due+to+accumulation+of+conjugated+metabolites+of+midazolam_.txt,processed,0,0.2,0.1
Optimal+decolorization+and+kinetic+modeling+of+synthetic+dyes+by+Pseudomonas+strains_.txt,processed,0.7777777778,0.3,0.1
Nitrate+and+Nitrite+Toxicity+to+Salmonoid+Fishes_.txt,processed,0,0.2,0.2
Simple+partial+status+epilepticus_.txt,processed,0,0.2,0.1
Sulfolane+Biodegradation+Potential+in+Aquifer+Sediments+at+Sour+Natural+Gas+Plant+Sites_.txt,processed,0,0.1,0.2
Biochemical+and+molecular+characterization+of+an+azoreductase+from+Staphylococcus+aureus%2C+a+tetrameric+NADPH-dependent+flavoprotein_.txt,processed,0.7777777778,0.8,0.3
Ecofriendly+biodegradation+and+detoxification+of+Reactive+Red+2+textile+dye+by+newly+isolated+Pseudomonas+sp.+SUK1_.txt,processed,0,0.7,0.2
Improvement+of+heavy+oil+degradation+by+Rhodococcus_.txt,processed,0.7777777778,0.9,0.3
Basic+and+applied+aspects+in+the+microbial+degradation+of+azo+dyes_.txt,processed,0.1111111111,0.8,1
Bioremediation+and+detoxification+of+synthetic+wastewater+containing+triarylmethane+dyes+by+Aeromonas+hydrophila_.txt,processed,0.1111111111,0.3,0.1
Floating+plastic+in+the+Kuroshio+Current+area%2C+western+North+Pacific+Ocean_.txt,processed,0,0.1,0.1
Control+and+management+of+wastewater+treatment+plants_.txt,processed,0,0.1,0.1
Moclobemide+and+the+risk+of+serotonin+toxicity+%28or+serotonin+syndrome%29_.txt,processed,0,0.2,0.1
Studies+on+phytoremediation+potentiality+of+Typhoniumflagelliforme+for+the+degradation+of+Brilliant+Blue+R_.txt,processed,0.4444444444,0.8,0.2
The+fate+of+aniline+after+a+photo-Fenton+reaction+in+an+aqueous+system+containing+iron+%28III%29%2C+humic+acid%2C+and+hydrogen+peroxide_.txt,processed,0,0.1,0.1
Purification+and+properties+of+N5%2CN10-methylene-tetrahydromethanopterin+reductase_.txt,processed,0,0.3,0.2
Baltic+sea+action+plan_.txt,processed,0,0.2,0.2
Evaluation+of+DNA-binding+activity+of+hydroxyanthraquinones_.txt,processed,0,0.1,0.1
Oxidation+of+chlorobenzene+with+Fenton%27s+reagent_.txt,processed,0.2222222222,0.2,0.2
Synthesis%2C+biological+evaluation+and+physicochemical+parameter+studies+of+imidazo%5B1%2C2+-a%5Dpyrazinederivatives+as+potential+topoisomerase+inhibitors_.txt,processed,0.2222222222,0.4,0.8
Serotonin+syndrome.+A+clinical+update_.txt,processed,0,0.1,0.1
Azoreductase+activity+by+purified+rabbit+liver+aldehyde+oxidase_.txt,processed,0,0.1,0.2
Potential+applications+of+peroxidases_.txt,processed,0.6666666667,0.7,0.6
Influence+of+organic+and+inorganic+compounds+on+oxidoreductive+decolorization+of+sulfonated+azo+dye+C.I.+Reactive+Orange+16_.txt,processed,0.1111111111,0.9,0.3
Synthesis%2C+biological+evaluation+and+pre-formulation+studies+of+n-fused+imidazole+derivatives+as+topoisomerase+ii+inhibitors_.txt,processed,0.4444444444,0.3,0.6
Decolorization+of+reactive+dyes+with+different+molecular+structures+under+different+environmental+conditions_.txt,processed,0.8888888889,0.7,0.3
Chromium+biosorption+from+aqueous+environments+by+mucilaginous+seeds+of+Cydonia+oblonga%3A+thermodynamic%2C+equilibrium+and+kinetic+studies_.txt,processed,0.7777777778,0.3,0.3
Hydrodynamic+Behavior+in+Heterogeneous+Flow_.txt,processed,0,0.2,0.1
Free+Radicals+Biol.+Med._.txt,processed,0,0.1,0.1
Decolorization+and+biodegradation+of+Methyl+red+by+Klebsiella+pneumoniae+RS-13_.txt,processed,0.4444444444,0.4,0.2
On+using+clay+and+nanoclay+ceramic+granules+in+reducing+lead%2C+arsenic%2C+nitrate%2C+and+turbidity+from+water_.txt,processed,0.2222222222,0.3,0.4
Guidance+Manual+for+Separation+of+Graywater+from+Blackwater+for+Graywater+Reuse_.txt,processed,0,0.2,0.2
Assessment+of+the+possible+inhibitory+effect+of+dye-stuffs+on+aerobic+wastewater_.txt,processed,0,0,0
Decolorization+and+detoxification+of+triphenylmethane+dyes+by+isolated+endophytic+fungus%2C+Bjerkandera+adusta+SWUSI4+under+non-nutritive+conditions_.txt,processed,1,0.9,1
Nitrate%2C+ammonium%2C+and+phosphate+uptake+by+the+immobilized+cells+of+Dunaliella+salina_.txt,processed,0.1111111111,0.5,0.2
Multiple+locus+linkage+analysis+of+genomewide+expression+in+yeast_.txt,processed,0,0.2,0.3
Biomedical+applications+of+polyhydroxyalkanoates%3A+an+overview+of+animal+testing+and+in+vivo+responses_.txt,processed,0,0.3,0.1
Cocoa+%28Theobroma+cacao%29+shell-based+activated+carbon+by+CO2+activation+in+removing+of+cationic+dye+from+aqueous+solution%3A+kinetics+and+equilibrium+studies_.txt,processed,0.1111111111,0.3,0.1
Potential+Carcinogenicity+of+Food+Additives+and+Contaminants_.txt,processed,0,0.1,0
The+in+vivo+and+in+vitro+genotoxicity+of+aromatic+amines+in+relationship+to+the+genotoxicity+of+benzidine_.txt,processed,0,0.1,0.1
Fed-batch+decolourisation+of+poly+R+478+by+Trametes+versicolor_.txt,processed,0.8888888889,0.9,1
Biotransformation+of+acrylonitrile+using+immobilized+cells+of+Rhodococcus+UKMP-5M+as+biocatalyst_.txt,processed,0.7777777778,0.5,0.3
Seasonal+and+spatial+variation+in+epipelic+diatom+assemblages+in+the+Severn+Estuary_.txt,processed,0,0.3,0.3
Technical+Solutions+to+the+Colour+Problem%2C+A+Critical+Review_.txt,processed,0.8888888889,0.8,0.9
Reactor+Design+for+Bioremediation+Applications_.txt,processed,1,0.9,1
Non-enzymatic+reduction+of+azo+dyes+by+NAD%28P%29H_.txt,processed,0.7777777778,0.8,0.9
